Hand sign
Symbolic expression
Solidarity symbol
Peace symbol
Hippie sign
Symbolic significance
Symbolic icon
Peace sign
Peace fingers
V sign
Activism symbol
Hope symbol
Symbolic value
Protest symbol
Love symbol
Symbolic gesture
Symbolic motif
Harmony symbol
Symbolic emblem
Two-finger salute
Symbolic meaning
Anti-war symbol
Pacifism symbol
Equality symbol
Symbolic language
Nonviolent resistance
Symbolic power
Unity symbol
Symbolic reminder
Symbolic message
Peaceful protest
Symbolic representation
Symbolic communication
Victory sign
Peaceful demonstration
Freedom symbol
